Header Size:	 79	 
Pulse Version:	 80	 
Running Pulse Version:	PULSE LabShop v. 14.1.1.41 - 2010-02-12	 
Decimal Symbol:	.	 
Date Format:	dd/MM/yyyy	 
Time Format:	HH:mm:ss:mmm	 
Data Type:	Real	 
Slice:	False	 
Z-Axis type:	Linear	 
Z-Axis size:	1	 
Z-Axis unit:	s	 
Z-Axis first value:	 1.5000000000e+000	 
Z-Axis delta:	 3.0000000000e+000	 
X-Axis type:	Linear	 
X-Axis size:	49152	 
X-Axis unit:	s	 
X-Axis first value:	 0.0000000000e+000	 
X-Axis delta:	 6.1035156000e-005	 
	 	 
AmplitudeUnit:	Pa	 
Analyzer:	Time_Capture	 
AnalyzerName:	Time Capture Analyzer	 
	 	 
	 	 
Bipolar:	True	 
	 	 
	 	 
	 	 
	 	 
	 	 
dBReference:	 2.0000000000e-005	 
	 	 
	 	 
	 	 
Domain:	0	 
Function:	Time	 
	 	 
InputRange:	 2.0412979104e+002	 
InputSampleFrequency:	 1.6384000000e+004	 
	 	 
MultiBufferName:	Input	 
	 	 
	 	 
	 	 
Overrun:	False	 
Power:	False	 
PowerUnit:	Pa²	 
	 	 
RecordLength:	 3.0000000000e+000	 
	 	 
	 	 
	 	 
	 	 
	 	 
	 	 
SamplingRatio:	 2.5600000000e+000	 
Signal:	Signal 1	 
	 	 
SignalUnit:	Pa	 
	 	 
	 	 
	 	 
Title:	Expanded Time(Signal 1) - Input	 
Title1:	Working : Input : Input : Time Capture Analyzer	 
	 	 
	 	 
Weight:	0	 
	 	 
	 	 
TemplateName:	Working	 
MeasurementName:	Input	 
MeasurementSlice:	False	 
	 	 
	 	 
	 	 
	 	 
	 	 
	 	 
	 	 
Z-index:	 	1
Date:	 	14/03/2012
Time:	 	17:22:51:813
Relative time:	 	 0.00000e+000
Z-axis:	 	 1.5000000000e+000
1	 0.0000000000e+000	 1.23911e+000
2	 6.1035156000e-005	-2.15583e+000
3	 1.2207031200e-004	-1.98103e-002
4	 1.8310546800e-004	 2.68450e-002
5	 2.4414062400e-004	-2.05544e+000
6	 3.0517578000e-004	-1.24157e+000
7	 3.6621093600e-004	 6.31962e-001
8	 4.2724609200e-004	 2.30425e-001
9	 4.8828124800e-004	-2.97131e+000
10	 5.4931640400e-004	-1.03231e+000
11	 6.1035156000e-004	 1.29237e+000
12	 6.7138671600e-004	 4.80945e-001
13	 7.3242187200e-004	-5.96107e-001
14	 7.9345702800e-004	-1.20757e+000
15	 8.5449218400e-004	 8.61955e-001
16	 9.1552734000e-004	-1.64935e+000
17	 9.7656249600e-004	-1.32781e+000
18	 1.0375976520e-003	 1.31360e+000
19	 1.0986328080e-003	-3.41724e-001
20	 1.1596679640e-003	-1.70491e+000
21	 1.2207031200e-003	 1.43340e+000
22	 1.2817382760e-003	 1.55610e+000
23	 1.3427734320e-003	-2.41269e+000
24	 1.4038085880e-003	-1.96532e+000
25	 1.4648437440e-003	 1.94420e+000
26	 1.5258789000e-003	 1.56685e+000
27	 1.5869140560e-003	-1.49155e+000
28	 1.6479492120e-003	-8.29754e-002
29	 1.7089843680e-003	 8.78788e-001
30	 1.7700195240e-003	-2.36762e-001
31	 1.8310546800e-003	-2.62239e+000
32	 1.8920898360e-003	-9.32613e-001
33	 1.9531249920e-003	 9.82315e-001
34	 2.0141601480e-003	 5.28409e-002
35	 2.0751953040e-003	-7.21355e-001
36	 2.1362304600e-003	-6.91454e-001
37	 2.1972656160e-003	-1.73788e-001
38	 2.2583007720e-003	-7.48702e-001
39	 2.3193359280e-003	-3.37569e-001
40	 2.3803710840e-003	 2.12186e-001
41	 2.4414062400e-003	-2.17066e+000
42	 2.5024413960e-003	-2.58569e+000
43	 2.5634765520e-003	 2.18489e+000
44	 2.6245117080e-003	 4.29125e-001
45	 2.6855468640e-003	-3.45506e+000
46	 2.7465820200e-003	 3.83162e-001
47	 2.8076171760e-003	 1.51531e+000
48	 2.8686523320e-003	-2.41218e+000
49	 2.9296874880e-003	-9.60180e-001
50	 2.9907226440e-003	 3.58987e-001
51	 3.0517578000e-003	-1.12111e+000
52	 3.1127929560e-003	-2.86086e-001
53	 3.1738281120e-003	 4.74433e-001
54	 3.2348632680e-003	 2.54967e+000
55	 3.2958984240e-003	-3.29119e-001
56	 3.3569335800e-003	-2.60258e+000
57	 3.4179687360e-003	 2.03366e+000
58	 3.4790038920e-003	-1.09028e+000
59	 3.5400390480e-003	-2.23246e+000
60	 3.6010742040e-003	 2.43461e+000
61	 3.6621093600e-003	 2.01850e-001
62	 3.7231445160e-003	-9.71353e-001
63	 3.7841796720e-003	 1.51174e-001
64	 3.8452148280e-003	-4.71003e-001
65	 3.9062499840e-003	 2.06350e-002
66	 3.9672851400e-003	-1.30074e-001
67	 4.0283202960e-003	-1.13211e+000
68	 4.0893554520e-003	-1.83485e+000
69	 4.1503906080e-003	-2.24709e-001
70	 4.2114257640e-003	 1.21841e+000
71	 4.2724609200e-003	-1.87589e+000
72	 4.3334960760e-003	-1.23204e+000
73	 4.3945312320e-003	 1.25458e+000
74	 4.4555663880e-003	-1.59213e+000
75	 4.5166015440e-003	-1.60724e+000
76	 4.5776367000e-003	 2.08480e+000
77	 4.6386718560e-003	-7.30344e-001
78	 4.6997070120e-003	-2.40369e+000
79	 4.7607421680e-003	 3.55467e-002
80	 4.8217773240e-003	-1.67010e+000
81	 4.8828124800e-003	-7.28161e-001
82	 4.9438476360e-003	 1.44949e+000
83	 5.0048827920e-003	-1.16987e-001
84	 5.0659179480e-003	-5.63672e-001
85	 5.1269531040e-003	-2.34880e-001
86	 5.1879882600e-003	 8.79131e-002
87	 5.2490234160e-003	 9.67705e-001
88	 5.3100585720e-003	 2.58898e-001
89	 5.3710937280e-003	-1.37895e+000
90	 5.4321288840e-003	 4.63794e-001
91	 5.4931640400e-003	-2.34329e-001
92	 5.5541991960e-003	-6.74976e-001
93	 5.6152343520e-003	 9.25519e-001
94	 5.6762695080e-003	 6.36288e-001
95	 5.7373046640e-003	 3.28690e-002
96	 5.7983398200e-003	-1.58859e+000
97	 5.8593749760e-003	-1.72963e+000
98	 5.9204101320e-003	 1.30295e+000
99	 5.9814452880e-003	-9.90077e-001
100	 6.0424804440e-003	-8.13887e-001
101	 6.1035156000e-003	 1.77755e+000
102	 6.1645507560e-003	-2.88932e+000
103	 6.2255859120e-003	-1.14375e+000
104	 6.2866210680e-003	 2.02246e+000
105	 6.3476562240e-003	-1.51842e+000
106	 6.4086913800e-003	-1.65254e+000
107	 6.4697265360e-003	-3.62369e-001
108	 6.5307616920e-003	 2.64893e-001
109	 6.5917968480e-003	-7.86923e-001
110	 6.6528320040e-003	-3.11191e+000
111	 6.7138671600e-003	-8.65200e-001
112	 6.7749023160e-003	 1.33162e+000
113	 6.8359374720e-003	-1.84566e+000
114	 6.8969726280e-003	 6.72429e-001
115	 6.9580077840e-003	 2.77360e+000
116	 7.0190429400e-003	-2.67218e+000
117	 7.0800780960e-003	-1.07493e+000
118	 7.1411132520e-003	-1.43211e-001
119	 7.2021484080e-003	-4.23411e-001
120	 7.2631835640e-003	 2.55882e-001
121	 7.3242187200e-003	 6.97308e-001
122	 7.3852538760e-003	 1.20472e+000
123	 7.4462890320e-003	-8.79247e-001
124	 7.5073241880e-003	 2.16603e-002
125	 7.5683593440e-003	 2.35512e+000
126	 7.6293945000e-003	-2.19224e+000
127	 7.6904296560e-003	-2.35954e+000
128	 7.7514648120e-003	 1.18541e+000
129	 7.8124999680e-003	-5.99342e-001
130	 7.8735351240e-003	-1.15221e+000
131	 7.9345702800e-003	 8.29959e-001
132	 7.9956054360e-003	 3.09701e-001
133	 8.0566405920e-003	-1.51115e+000
134	 8.1176757480e-003	-4.98285e-001
135	 8.1787109040e-003	-1.04275e+000
136	 8.2397460600e-003	-1.17911e+000
137	 8.3007812160e-003	-5.15039e-001
138	 8.3618163720e-003	-1.98845e-001
139	 8.4228515280e-003	-6.27932e-001
140	 8.4838866840e-003	-1.39076e-001
141	 8.5449218400e-003	-3.38214e-001
142	 8.6059569960e-003	-3.47330e-001
143	 8.6669921520e-003	-4.33536e-001
144	 8.7280273080e-003	-8.19073e-001
145	 8.7890624640e-003	-8.08192e-001
146	 8.8500976200e-003	-2.24088e+000
147	 8.9111327760e-003	 2.05330e-001
148	 8.9721679320e-003	-4.62338e-002
149	 9.0332030880e-003	-1.46448e-001
150	 9.0942382440e-003	 1.93459e+000
151	 9.1552734000e-003	 6.42317e-001
152	 9.2163085560e-003	-2.44853e-001
153	 9.2773437120e-003	-5.63134e-001
154	 9.3383788680e-003	-3.58186e-001
155	 9.3994140240e-003	-7.46533e-001
156	 9.4604491800e-003	 2.55872e-001
157	 9.5214843360e-003	-5.89047e-001
158	 9.5825194920e-003	 1.20301e+000
159	 9.6435546480e-003	 5.28808e-001
160	 9.7045898040e-003	-2.56742e+000
161	 9.7656249600e-003	-2.92840e-001
162	 9.8266601160e-003	 4.20483e-002
163	 9.8876952720e-003	 2.14874e-001
164	 9.9487304280e-003	-1.09790e+000
165	 1.0009765584e-002	-2.11189e+000
166	 1.0070800740e-002	 5.88086e-001
167	 1.0131835896e-002	 4.11855e-001
168	 1.0192871052e-002	-7.00277e-001
169	 1.0253906208e-002	-7.74502e-001
170	 1.0314941364e-002	-3.61705e-002
171	 1.0375976520e-002	-1.49296e+000
172	 1.0437011676e-002	-1.57964e+000
173	 1.0498046832e-002	 1.31565e+000
174	 1.0559081988e-002	-7.91320e-001
175	 1.0620117144e-002	-8.82796e-001
176	 1.0681152300e-002	-4.68627e-001
177	 1.0742187456e-002	-7.44628e-001
178	 1.0803222612e-002	 1.24419e-001
179	 1.0864257768e-002	 3.42073e-001
180	 1.0925292924e-002	 1.47418e-001
181	 1.0986328080e-002	-1.82500e+000
182	 1.1047363236e-002	-9.83115e-001
183	 1.1108398392e-002	 3.86903e-001
184	 1.1169433548e-002	 3.85045e-001
185	 1.1230468704e-002	 1.32073e+000
186	 1.1291503860e-002	-7.09030e-003
187	 1.1352539016e-002	-1.05575e+000
188	 1.1413574172e-002	 1.91027e-001
189	 1.1474609328e-002	-1.36535e-001
190	 1.1535644484e-002	-7.35569e-002
